195,195,75,1,3.5
196,196,38,2,3.75
197,197,30,1,3
198,198,59,1,4.5
199,199,32,2,3
200,200,53,1,3
201,201,61,1,4.75
202,202,72,1,3.25
203,203,56,1,2.55
204,204,75,1,3.5
205,205,29,2,2.5
206,206,37,1,3
207,207,49,1,3
208,208,57,1,3.1
209,209,75,1,3.5
210,210,45,1,3
211,211,26,2,3
212,212,61,1,4.75
213,213,47,1,3
214,214,44,2,2.5
215,215,36,1,3.75
216,216,30,2,3
217,217,25,2,2.2
218,218,49,1,3
219,219,78,1,4.5
220,220,26,1,3
221,221,43,2,3
222,222,25,2,2.2
223,223,72,1,3.25
224,224,42,2,2.5
225,225,54,2,2.5
226,226,22,1,2
227,227,58,1,3.5
228,228,24,2,3
229,229,35,1,3.1
230,230,30,2,3
231,231,60,1,3.75
232,232,56,1,2.55
233,233,55,2,4
234,234,49,2,3
235,235,55,1,4
236,236,75,1,3.5
237,237,23,1,2.5
238,238,31,2,2.2
239,239,35,2,3.1
240,240,38,2,3.75
241,241,23,1,2.5
242,242,46,2,2.5
243,243,58,2,3.5
244,244,60,2,3.75
245,245,31,2,2.2
246,246,25,2,2.2
247,247,87,1,3
248,248,28,2,2
249,249,27,1,3.5
250,250,40,2,3.75
251,251,51,1,3
252,252,54,2,2.5
253,253,42,2,2.5
254,254,43,1,3
255,255,36,1,3.75
256,256,52,1,2.5
257,257,72,1,3.25
258,258,54,2,2.5
259,259,69,1,3.25
260,260,25,2,2.2
261,261,57,1,3.1
262,262,40,1,3.75
263,263,22,2,2
264,264,53,1,3
265,265,54,2,2.5
266,266,32,2,3
267,267,38,2,3.75
268,268,33,1,3.5
269,269,22,2,2
270,270,42,1,2.5
271,271,45,2,3
272,272,48,2,2.5
273,273,53,1,3
274,274,27,2,3.5
275,275,71,1,3.75
276,276,46,2,2.5
277,277,34,1,2.45
278,278,39,2,4.25
279,279,25,2,2.2
280,280,69,1,3.25
281,281,32,1,3
282,282,41,2,4.25
283,283,23,1,2.5
284,284,24,1,3
285,285,71,1,3.75
286,286,60,2,3.75
287,287,57,2,3.1
288,288,23,2,2.5
289,289,35,2,3.1
290,290,42,2,2.5
291,291,49,2,3
292,292,39,2,4.25
293,293,55,1,4
294,294,71,1,3.75
295,295,41,2,4.25
296,296,79,1,3.75
297,297,58,2,3.5
298,298,24,2,3
299,299,61,1,4.75
300,300,45,2,3
301,301,49,2,3
302,302,78,1,4.5
303,303,48,1,2.5
304,304,57,1,3.1
305,305,42,1,2.5
306,306,30,2,3
307,307,41,2,4.25
308,308,39,2,4.25
309,309,55,1,4
310,310,30,2,3
311,311,57,1,3.1
312,312,44,1,2.5
313,313,87,1,3
314,314,34,2,2.45
315,315,61,2,4.75
316,316,50,2,2.5
317,317,47,1,3
318,318,48,1,2.5
319,319,24,1,3
320,320,75,1,3.5
321,321,51,2,3
322,322,43,2,3
323,323,34,2,2.45
324,324,30,2,3
325,325,43,1,3
326,326,39,2,4.25
327,327,38,1,3.75
328,328,25,2,2.2
329,329,43,2,3
330,330,22,1,2
331,331,61,1,4.75
332,332,40,1,3.75
333,333,75,1,3.5
334,334,24,1,3
335,335,52,2,2.5
336,336,26,2,3
337,337,38,2,3.75
338,338,61,1,4.75
339,339,29,1,2.5
340,340,30,2,3
341,341,39,2,4.25
342,342,26,1,3
343,343,50,2,2.5
344,344,58,2,3.5
345,345,58,1,3.5
346,346,43,1,3
347,347,57,1,3.1
348,348,70,1,3.25
349,349,43,1,3
350,350,31,2,2.2
351,351,34,1,2.45
352,352,29,2,2.5
353,353,28,2,2
354,354,74,1,3.5
355,355,41,2,4.25
356,356,76,1,3.5
357,357,37,2,3
358,358,44,1,2.5
359,359,36,1,3.75
360,360,46,2,2.5
361,361,40,2,3.75
362,362,35,2,3.1
363,363,39,2,4.25
364,364,69,1,3.25
365,365,33,2,3.5
366,366,24,1,3
367,367,31,2,2.2
368,368,48,1,2.5
369,369,38,1,3.75
370,370,41,1,4.25
371,371,34,2,2.45
372,372,46,1,2.5
373,373,42,2,2.5
374,374,23,2,2.5
375,375,23,2,2.5
376,376,42,2,2.5
377,377,42,2,2.5
378,378,87,1,3
379,379,34,2,2.45
380,380,29,2,2.5
381,381,29,2,2.5
382,382,56,1,2.55
383,383,40,2,3.75
384,384,36,2,3.75
385,385,22,1,2
386,386,22,1,2
387,387,44,1,2.5
388,388,56,1,2.55
389,389,53,2,3
390,390,42,1,2.5
391,391,27,2,3.5
392,392,40,1,3.75
393,393,35,1,3.1
394,394,28,1,2
395,395,36,1,3.75
396,396,58,1,3.5
397,397,33,1,3.5
398,398,46,1,2.5
399,399,23,1,2.5
400,400,50,2,2.5
401,401,54,2,2.5
402,402,44,1,2.5
403,403,72,1,3.25
404,404,44,2,2.5
405,405,53,1,3
406,406,71,1,3.75
407,407,52,1,2.5
408,408,42,2,2.5
409,409,50,1,2.5
410,410,28,1,2
411,411,58,1,3.5
412,412,69,1,3.25
413,413,36,2,3.75
414,414,50,2,2.5
415,415,50,1,2.5
416,416,36,2,3.75
417,417,47,2,3
418,418,27,1,3.5
419,419,59,1,4.5
420,420,36,2,3.75
421,421,31,2,2.2
422,422,35,1,3.1
423,423,55,2,4
424,424,31,1,2.2
425,425,29,1,2.5
426,426,34,2,2.45
427,427,75,1,3.5
428,428,39,2,4.25
429,429,28,2,2
430,430,87,2,3
431,431,78,1,4.5
432,432,46,2,2.5
433,433,77,1,3
434,434,36,1,3.75
435,435,48,1,2.5
436,436,41,1,4.25
437,437,58,2,3.5
438,438,35,1,3.1
439,439,76,1,3.5
440,440,37,1,3
441,441,70,1,3.25
442,442,46,1,2.5
443,443,75,1,3.5
444,444,54,2,2.5
445,445,47,1,3
446,446,69,1,3.25
447,447,42,1,2.5
448,448,55,1,4
449,449,55,2,4
450,450,71,1,3.75
451,451,52,2,2.5
452,452,27,2,3.5
453,453,74,1,3.5
454,454,34,1,2.45
455,455,27,1,3.5
456,456,36,2,3.75
457,457,76,1,3.5
458,458,60,2,3.75
459,459,45,1,3
460,460,38,2,3.75
461,461,60,2,3.75
462,462,56,2,2.55
463,463,30,1,3
464,464,39,1,4.25
465,465,53,2,3
466,466,76,1,3.5
467,467,45,2,3
468,468,52,1,2.5
469,469,49,2,3
470,470,28,1,2
471,471,78,1,4.5
472,472,28,1,2
473,473,30,2,3
474,474,79,1,3.75
475,475,23,1,2.5
476,476,34,2,2.45
477,477,25,2,2.2
478,478,23,2,2.5
479,479,57,2,3.1
480,480,26,2,3
481,481,36,2,3.75
482,482,59,1,4.5
483,483,52,1,2.5
484,484,76,1,3.5
485,485,46,1,2.5
486,486,61,2,4.75
487,487,37,2,3
488,488,32,1,3
489,489,79,1,3.75
490,490,53,2,3
491,491,61,1,4.75
492,492,43,1,3
493,493,54,2,2.5
494,494,44,2,2.5
495,495,55,2,4
496,496,60,2,3.75
497,497,22,1,2
498,498,53,2,3
499,499,24,1,3
500,500,49,2,3
501,501,60,2,3.75
502,502,54,1,2.5
503,503,57,1,3.1
504,504,25,1,2.2
505,505,38,2,3.75
506,506,27,1,3.5
507,507,24,2,3
508,508,28,1,2
509,509,22,2,2
510,510,59,2,4.5
511,511,56,2,2.55
512,512,53,2,3
513,513,39,2,4.25
514,514,73,1,3.75
515,515,43,1,3
516,516,37,2,3
517,517,38,1,3.75
518,518,24,2,3
519,519,55,1,4
520,520,27,2,3.5
521,521,60,1,3.75
522,522,41,1,4.25
523,523,27,2,3.5
524,524,55,2,4
525,525,40,2,3.75
526,526,32,2,3
527,527,55,1,4
528,528,49,1,3
529,529,40,1,3.75
530,530,46,1,2.5
531,531,77,1,3
532,532,44,2,2.5
533,533,38,1,3.75
534,534,51,2,3
535,535,43,1,3
536,536,61,2,4.75
537,537,40,1,3.75
538,538,27,2,3.5
539,539,60,1,3.75
540,540,55,2,4
541,541,47,2,3
542,542,37,1,3
543,543,54,1,2.5
544,544,61,1,4.75
545,545,26,1,3
546,546,36,1,3.75
547,547,32,1,3
548,548,35,1,3.1
549,549,55,1,4
550,550,39,1,4.25
551,551,87,1,3
552,552,51,1,3
553,553,28,2,2
554,554,57,1,3.1
555,555,70,1,3.25
556,556,61,2,4.75
557,557,42,1,2.5
558,558,24,1,3
559,559,53,1,3
560,560,41,1,4.25
561,561,75,1,3.5
562,562,27,2,3.5
563,563,48,1,2.5
564,564,75,1,3.5
565,565,32,2,3
566,566,31,2,2.2
567,567,25,1,2.2
568,568,61,1,4.75
569,569,48,1,2.5
570,570,61,1,4.75
571,571,61,2,4.75
572,572,74,1,3.5
573,573,27,1,3.5
574,574,55,1,4
575,575,36,1,3.75
576,576,30,2,3
577,577,44,1,2.5
578,578,44,2,2.5
579,579,38,2,3.75
580,580,26,1,3
581,581,25,1,2.2
582,582,28,2,2
583,583,31,2,2.2
584,584,29,1,2.5
585,585,35,1,3.1
586,586,25,2,2.2
587,587,48,1,2.5
588,588,32,1,3
589,589,32,2,3
590,590,28,1,2
591,591,39,1,4.25
592,592,53,1,3
593,593,33,1,3.5
594,594,37,2,3
595,595,59,1,4.5
596,596,79,1,3.75
597,597,61,1,4.75
598,598,34,2,2.45
599,599,72,1,3.25
600,600,31,2,2.2
601,601,75,1,3.5
602,602,46,1,2.5
603,603,55,1,4
604,604,40,1,3.75
605,605,29,1,2.5
606,606,28,2,2
607,607,22,2,2
608,608,70,1,3.25
609,609,59,2,4.5
610,610,23,2,2.5
611,611,87,1,3
612,612,87,2,3
613,613,48,1,2.5
614,614,30,1,3
615,615,48,2,2.5
616,616,32,2,3
617,617,27,1,3.5
618,618,23,1,2.5
619,619,26,1,3
620,620,34,1,2.45
621,621,41,2,4.25
622,622,51,1,3
623,623,37,2,3
624,624,61,1,4.75
625,625,30,1,3
626,626,76,1,3.5
627,627,58,1,3.5
628,628,55,1,4
629,629,26,1,3
630,630,43,1,3
631,631,56,2,2.55
632,632,26,2,3
633,633,79,1,3.75
634,634,28,1,2
635,635,61,1,4.75
636,636,42,2,2.5
637,637,23,1,2.5
638,638,23,1,2.5
639,639,25,1,2.2
640,640,42,1,2.5
641,641,44,2,2.5
642,642,50,2,2.5
643,643,51,1,3
644,644,51,2,3
645,645,53,1,3
646,646,32,1,3
647,647,55,1,4
648,648,48,1,2.5
649,649,32,1,3
650,650,48,2,2.5
651,651,27,1,3.5
652,652,70,1,3.25
653,653,26,1,3
654,654,77,1,3
655,655,25,1,2.2
656,656,29,2,2.5
657,657,26,2,3
658,658,41,1,4.25
659,659,46,1,2.5
660,660,22,2,2
661,661,50,1,2.5
662,662,32,2,3
663,663,40,1,3.75
664,664,30,1,3
665,665,42,1,2.5
666,666,31,2,2.2
667,667,75,1,3.5
668,668,36,2,3.75
669,669,52,2,2.5
670,670,30,2,3
671,671,35,1,3.1
672,672,29,2,2.5
673,673,38,2,3.75
674,674,53,1,3
675,675,54,2,2.5
676,676,48,2,2.5
677,677,47,2,3
678,678,43,1,3
679,679,49,1,3
680,680,79,1,3.75
681,681,25,2,2.2
682,682,69,1,3.25
683,683,58,2,3.5
684,684,24,2,3
685,685,42,2,2.5
686,686,74,1,3.5
687,687,45,2,3
688,688,48,1,2.5
689,689,45,2,3
690,690,72,1,3.25
691,691,26,2,3
692,692,44,1,2.5
693,693,33,1,3.5
694,694,33,1,3.5
695,695,48,2,2.5
696,696,59,2,4.5
697,697,43,2,3
698,698,26,1,3
699,699,53,1,3
700,700,28,1,2
701,701,37,1,3
702,702,78,1,4.5
703,703,35,2,3.1
704,704,71,1,3.75
705,705,53,1,3
706,706,23,1,2.5
707,707,32,1,3
708,708,24,2,3
709,709,42,1,2.5
710,710,54,1,2.5
711,711,55,1,4
712,712,25,2,2.2
713,713,79,1,3.75
714,714,47,1,3
715,715,71,1,3.75
716,716,48,1,2.5
717,717,49,1,3
718,718,53,2,3
719,719,22,1,2
720,720,55,1,4
721,721,79,1,3.75
722,722,22,1,2
723,723,43,1,3
724,724,78,1,4.5
725,725,33,2,3.5
726,726,69,1,3.25
727,727,24,1,3
728,728,56,2,2.55
729,729,25,2,2.2
730,730,78,1,4.5
731,731,28,1,2
732,732,60,1,3.75
733,733,51,2,3
734,734,60,1,3.75
735,735,24,1,3
736,736,50,2,2.5
737,737,57,1,3.1
738,738,32,2,3
739,739,24,1,3
740,740,43,1,3
741,741,25,1,2.2
742,742,87,2,3
743,743,56,1,2.55
744,744,87,2,3
745,745,87,1,3
746,746,52,1,2.5
747,747,60,1,3.75
748,748,26,1,3
749,749,46,2,2.5
750,750,46,2,2.5
751,751,22,2,2
752,752,58,1,3.5
753,753,77,1,3
754,754,52,2,2.5
755,755,52,1,2.5
756,756,30,2,3
757,757,53,2,3
758,758,26,2,3
759,759,35,1,3.1
760,760,47,1,3
761,761,24,2,3
762,762,27,2,3.5
763,763,40,2,3.75
764,764,76,1,3.5
765,765,22,2,2
766,766,28,2,2
767,767,49,1,3
768,768,27,2,3.5
769,769,61,1,4.75
770,770,51,1,3
771,771,70,1,3.25
772,772,33,1,3.5
773,773,78,1,4.5
774,774,43,2,3
775,775,31,2,2.2
776,776,24,1,3
777,777,46,2,2.5
778,778,50,2,2.5
779,779,39,2,4.25
780,780,44,1,2.5
781,781,31,2,2.2
782,782,57,1,3.1
783,783,47,1,3
784,784,44,2,2.5
785,785,38,1,3.75
786,786,56,1,2.55
787,787,27,2,3.5
788,788,76,1,3.5
789,789,50,1,2.5
790,790,30,1,3
791,791,39,2,4.25
792,792,31,1,2.2
793,793,23,1,2.5
794,794,32,2,3
795,795,30,2,3
796,796,23,2,2.5
797,797,39,1,4.25
798,798,47,2,3
799,799,48,1,2.5
800,800,79,1,3.75
801,801,36,1,3.75
802,802,28,1,2
803,803,59,2,4.5
804,804,26,2,3
805,805,73,1,3.75
806,806,60,1,3.75
807,807,70,1,3.25
808,808,54,2,2.5
809,809,26,1,3
810,810,79,1,3.75
811,811,23,1,2.5
812,812,71,1,3.75
813,813,39,1,4.25
814,814,38,2,3.75
815,815,36,2,3.75
816,816,39,1,4.25
817,817,46,1,2.5
818,818,25,2,2.2
819,819,22,2,2
820,820,59,1,4.5
821,821,56,1,2.55
822,822,75,1,3.5
823,823,37,1,3
824,824,60,2,3.75
825,825,40,1,3.75
826,826,28,1,2
827,827,46,1,2.5
828,828,51,2,3
829,829,54,2,2.5
830,830,72,1,3.25
831,831,55,1,4
832,832,25,2,2.2
833,833,58,2,3.5
834,834,23,1,2.5
835,835,61,2,4.75
836,836,75,1,3.5
837,837,49,1,3
838,838,41,2,4.25
839,839,30,1,3
840,840,31,1,2.2
841,841,36,1,3.75
842,842,43,2,3
843,843,71,1,3.75
844,844,22,1,2
845,845,37,2,3
846,846,48,1,2.5
847,847,87,2,3
848,848,52,2,2.5
849,849,24,1,3
850,850,40,2,3.75
851,851,47,1,3
852,852,72,1,3.25
853,853,52,2,2.5
854,854,23,2,2.5
855,855,27,2,3.5
856,856,41,1,4.25
857,857,32,1,3
858,858,36,1,3.75
859,859,46,1,2.5
860,860,76,1,3.5
861,861,37,2,3
862,862,87,1,3
863,863,52,2,2.5
864,864,36,2,3.75
865,865,87,2,3
866,866,46,2,2.5
867,867,30,1,3
868,868,26,2,3
869,869,73,1,3.75
870,870,23,2,2.5
871,871,27,1,3.5
872,872,79,1,3.75
873,873,31,2,2.2
874,874,44,1,2.5
875,875,52,1,2.5
876,876,40,1,3.75
877,877,77,1,3
878,878,59,1,4.5
879,879,53,1,3
880,880,47,2,3
881,881,28,2,2
882,882,45,2,3
883,883,60,1,3.75
884,884,48,2,2.5
885,885,50,1,2.5
886,886,42,2,2.5
887,887,69,1,3.25
888,888,58,1,3.5
889,889,41,1,4.25
890,890,87,2,3
891,891,44,2,2.5
892,892,40,1,3.75
893,893,45,2,3
894,894,34,2,2.45
895,895,53,1,3
896,896,69,1,3.25
897,897,60,2,3.75
898,898,70,1,3.25
899,899,46,2,2.5
900,900,23,2,2.5
901,901,33,2,3.5
902,902,69,1,3.25
903,903,47,2,3
904,904,52,1,2.5
905,905,69,1,3.25
906,906,47,2,3
907,907,74,1,3.5
908,908,23,1,2.5
909,909,44,2,2.5
910,910,46,1,2.5
911,911,73,1,3.75
912,912,42,1,2.5
913,913,78,1,4.5
914,914,54,2,2.5
915,915,79,1,3.75
916,916,47,2,3
917,917,46,2,2.5
918,918,34,1,2.45
919,919,38,2,3.75
920,920,34,2,2.45
921,921,56,1,2.55
922,922,28,2,2
923,923,55,1,4
924,924,79,1,3.75
925,925,56,2,2.55
926,926,48,1,2.5
927,927,29,2,2.5
928,928,58,1,3.5
929,929,43,2,3
930,930,51,2,3
931,931,78,1,4.5
932,932,40,1,3.75
933,933,44,1,2.5
934,934,52,1,2.5
935,935,34,2,2.45
936,936,39,1,4.25
937,937,54,1,2.5
938,938,39,1,4.25
939,939,45,2,3
940,940,40,1,3.75
941,941,26,2,3
942,942,47,2,3
943,943,30,1,3
944,944,78,1,4.5
945,945,53,2,3
946,946,38,1,3.75
947,947,60,2,3.75
948,948,78,1,4.5
949,949,48,1,2.5
950,950,27,2,3.5
951,951,26,1,3
952,952,55,1,4
953,953,25,1,2.2
954,954,73,1,3.75
955,955,54,1,2.5
956,956,36,1,3.75
957,957,23,1,2.5
958,958,24,1,3
959,959,74,1,3.5
960,960,53,2,3
961,961,36,2,3.75
962,962,52,1,2.5
963,963,52,2,2.5
964,964,50,2,2.5
965,965,57,1,3.1
966,966,75,1,3.5
967,967,50,1,2.5
968,968,31,1,2.2
969,969,54,2,2.5
970,970,49,2,3
971,971,32,1,3
972,972,22,2,2
973,973,51,2,3
974,974,34,1,2.45
975,975,77,1,3
976,976,34,2,2.45
977,977,32,2,3
978,978,48,1,2.5
979,979,49,1,3
980,980,25,1,2.2
981,981,34,2,2.45
982,982,72,1,3.25
983,983,24,2,3
984,984,41,1,4.25
985,985,23,1,2.5
986,986,25,1,2.2
987,987,50,1,2.5
988,988,29,2,2.5
989,989,77,1,3
990,990,60,1,3.75
991,991,55,2,4
992,992,33,1,3.5
993,993,42,2,2.5
994,994,43,1,3
995,995,27,2,3.5
996,996,57,2,3.1
997,997,53,2,3
998,998,70,1,3.25
999,999,32,2,3
1000,1000,54,1,2.5
1001,1001,27,1,3.5
1002,1002,74,1,3.5
1003,1003,46,1,2.5
1004,1004,28,1,2
1005,1005,24,2,3
1006,1006,47,1,3
1007,1007,29,1,2.5
1008,1008,46,2,2.5
1009,1009,30,1,3
1010,1010,44,1,2.5
1011,1011,71,1,3.75
1012,1012,28,2,2
1013,1013,29,2,2.5
1014,1014,51,2,3
1015,1015,26,1,3
1016,1016,57,1,3.1
1017,1017,60,1,3.75
1018,1018,73,1,3.75
1019,1019,38,2,3.75
1020,1020,27,1,3.5
1021,1021,52,1,2.5
1022,1022,61,1,4.75
1023,1023,36,2,3.75
1024,1024,46,1,2.5
1025,1025,52,1,2.5
1026,1026,57,2,3.1
1027,1027,27,2,3.5
1028,1028,52,2,2.5
1029,1029,52,2,2.5
1030,1030,76,1,3.5
1031,1031,52,2,2.5
1032,1032,37,2,3
1033,1033,47,2,3
1034,1034,74,1,3.5
1035,1035,30,1,3
1036,1036,29,2,2.5
1037,1037,73,1,3.75
1038,1038,60,2,3.75
1039,1039,75,1,3.5
1040,1040,32,1,3
1041,1041,72,1,3.25
1042,1042,61,1,4.75
1043,1043,55,1,4
1044,1044,33,2,3.5
1045,1045,73,1,3.75
1046,1046,39,2,4.25
1047,1047,45,2,3
1048,1048,55,1,4
1049,1049,51,1,3
1050,1050,31,1,2.2
1051,1051,50,2,2.5
1052,1052,33,2,3.5
1053,1053,35,2,3.1
1054,1054,34,2,2.45
1055,1055,32,1,3
1056,1056,56,1,2.55
1057,1057,26,2,3
1058,1058,34,1,2.45
1059,1059,36,2,3.75
1060,1060,75,1,3.5
1061,1061,33,2,3.5
1062,1062,70,1,3.25
1063,1063,39,2,4.25
1064,1064,49,2,3
1065,1065,44,1,2.5
1066,1066,77,1,3
1067,1067,46,1,2.5
1068,1068,30,1,3
1069,1069,60,1,3.75
1070,1070,61,2,4.75
1071,1071,37,1,3
1072,1072,36,1,3.75
1073,1073,55,2,4
1074,1074,58,2,3.5
1075,1075,77,1,3
1076,1076,46,1,2.5
1077,1077,76,1,3.5
1078,1078,52,2,2.5
1079,1079,78,1,4.5
1080,1080,23,2,2.5
1081,1081,51,1,3
1082,1082,22,1,2
1083,1083,48,1,2.5
1084,1084,59,2,4.5
1085,1085,40,1,3.75
1086,1086,39,2,4.25
1087,1087,70,1,3.25
1088,1088,50,2,2.5
1089,1089,71,1,3.75
1090,1090,57,1,3.1
1091,1091,37,2,3
1092,1092,24,1,3
1093,1093,22,2,2
1094,1094,72,1,3.25
1095,1095,23,2,2.5
1096,1096,22,1,2
1097,1097,69,1,3.25
1098,1098,25,2,2.2
1099,1099,34,1,2.45
1100,1100,40,1,3.75
1101,1101,49,2,3
1102,1102,41,2,4.25
1103,1103,49,2,3
1104,1104,57,2,3.1
1105,1105,74,1,3.5
1106,1106,33,2,3.5
1107,1107,28,2,2
1108,1108,75,1,3.5
1109,1109,22,1,2
1110,1110,74,1,3.5
1111,1111,43,2,3
1112,1112,56,2,2.55
1113,1113,52,1,2.5
1114,1114,72,1,3.25
1115,1115,26,2,3
1116,1116,37,1,3
1117,1117,43,2,3
1118,1118,78,1,4.5
1119,1119,29,2,2.5
1120,1120,59,2,4.5
1121,1121,73,1,3.75
1122,1122,45,1,3
1123,1123,56,2,2.55
1124,1124,41,1,4.25
1125,1125,60,2,3.75
1126,1126,44,1,2.5
1127,1127,37,1,3
1128,1128,76,1,3.5
1129,1129,41,1,4.25
1130,1130,45,2,3
1131,1131,23,2,2.5
1132,1132,29,2,2.5
1133,1133,52,2,2.5
1134,1134,51,1,3
1135,1135,32,1,3
1136,1136,27,1,3.5
1137,1137,48,2,2.5
1138,1138,30,2,3
1139,1139,60,2,3.75
1140,1140,40,2,3.75
1141,1141,22,2,2
1142,1142,41,1,4.25
1143,1143,78,1,4.5
1144,1144,59,2,4.5
1145,1145,78,1,4.5
1146,1146,87,1,3
1147,1147,60,1,3.75
1148,1148,33,2,3.5
1149,1149,56,1,2.55
1150,1150,69,1,3.25
1151,1151,35,1,3.1
1152,1152,30,1,3
1153,1153,72,1,3.25
1154,1154,61,1,4.75
1155,1155,22,2,2
1156,1156,61,2,4.75
1157,1157,51,2,3
1158,1158,72,1,3.25
1159,1159,24,1,3
1160,1160,44,2,2.5
1161,1161,54,2,2.5
1162,1162,53,1,3
1163,1163,59,2,4.5
1164,1164,50,2,2.5
1165,1165,87,2,3
1166,1166,70,1,3.25
1167,1167,52,1,2.5
1168,1168,73,1,3.75
1169,1169,26,2,3
1170,1170,37,1,3
1171,1171,45,1,3
1172,1172,22,1,2
1173,1173,22,2,2
1174,1174,45,1,3
1175,1175,25,1,2.2
1176,1176,54,1,2.5
1177,1177,50,2,2.5
1178,1178,29,1,2.5
1179,1179,42,1,2.5
1180,1180,45,1,3
1181,1181,55,1,4
1182,1182,54,1,2.5
1183,1183,50,2,2.5
1184,1184,59,2,4.5
1185,1185,43,2,3
1186,1186,50,2,2.5
1187,1187,55,2,4
1188,1188,51,2,3
1189,1189,37,2,3
1190,1190,49,2,3
1191,1191,40,1,3.75
1192,1192,87,1,3
1193,1193,33,1,3.5
1194,1194,40,1,3.75
1195,1195,37,1,3
1196,1196,34,1,2.45
1197,1197,38,1,3.75
1198,1198,49,2,3
1199,1199,26,2,3
